1000068438,23:48,100530,null,null,26.10
1000102310,15:52,100530,null,null,26.10
1000372262,14:23,100530,null,null,26.10
1001645673,18:59,100530,null,null,26.10
1004315462,17:21,100530,null,null,26.10
1006043398,19:55,100530,null,null,26.10
1006172982,15:44,100530,null,null,26.10
1006433110,19:33,100530,null,null,26.10
1006597510,08:44,100530,null,null,26.10
1007280550,16:22,100530,null,null,26.10
1007753542,12:23,100530,null,null,26.10
1010510438,17:26,100530,null,null,26.10
1010589222,16:54,100530,null,null,26.10
1013415654,17:45,100530,null,null,26.10
1013475910,18:08,100530,null,null,26.10
1013489894,19:28,100530,null,null,26.10
1013500134,12:27,100530,null,null,26.10
1013632550,21:05,100530,null,null,26.10
1013634086,18:05,100530,null,null,26.10
1013637078,22:25,100530,null,null,26.10
1022174406,09:55,100530,null,null,26.10
1022228838,18:50,100530,null,null,26.10
1022235830,14:08,100530,null,null,26.10
1022241110,17:40,100530,null,null,26.10
1023578822,18:30,100530,null,null,26.10
1023592102,10:08,100530,null,null,26.10
1023595014,23:17,100530,null,null,26.10
1023621974,12:47,100530,null,null,26.10
1023621974,18:25,100530,null,null,26.10
1023713190,18:28,100530,null,null,26.10
1023724870,17:22,100530,null,null,26.10
1025139046,18:16,100530,null,null,26.10
1025236838,19:24,100530,null,null,26.10
1025403478,21:21,100530,null,null,26.10
1026660614,20:49,100530,null,null,26.10
1028178693,18:37,100530,null,null,26.10
1028365765,15:22,100530,null,null,26.10
1029047269,19:05,100530,null,null,26.10
1031888037,17:30,100530,null,null,26.10
1032289205,11:43,100530,null,null,26.10
1034100373,12:40,100530,null,null,26.10
1034333557,20:32,100530,null,null,26.10
1034721701,16:13,100530,null,null,26.10
1034747557,18:44,100530,null,null,26.10
1034762405,21:12,100530,null,null,26.10
1034961477,18:12,100530,null,null,26.10
1034974565,16:13,100530,null,null,26.10
104034629,17:30,100530,null,null,26.10
104073765,19:12,100530,null,null,26.10
104340341,18:12,100530,null,null,26.10
104421717,19:04,100530,null,null,26.10
104528805,17:21,100530,null,null,26.10
1067141065,17:38,100530,null,null,26.10
107398180,18:20,100530,null,null,26.10
108659052,17:14,100530,null,null,26.10
108776620,14:56,100530,null,null,26.10
109573644,14:56,100530,null,null,26.10
1097543061,17:51,100530,null,null,26.10
1097555349,09:37,100530,null,null,26.10
1104443013,09:42,100530,null,null,26.10
1104457253,18:32,100530,null,null,26.10
1104507109,19:33,100530,null,null,26.10
1104595397,16:56,100530,null,null,26.10
1104695029,20:35,100530,null,null,26.10
1104836773,17:09,100530,null,null,26.10
1104876053,16:28,100530,null,null,26.10
1104932933,18:18,100530,null,null,26.10
1104947925,09:03,100530,null,null,26.10
1105119237,17:05,100530,null,null,26.10
1106275669,18:16,100530,null,null,26.10
1106627333,17:39,100530,null,null,26.10
1106674053,16:50,100530,null,null,26.10
1106852901,19:16,100530,null,null,26.10
1107012885,11:46,100530,null,null,26.10
1107022357,19:13,100530,null,null,26.10
1107123541,22:40,100530,null,null,26.10
1107658437,13:44,100530,null,null,26.10
1107795157,21:22,100530,null,null,26.10
1108123557,18:26,100530,null,null,26.10
1108161429,17:33,100530,null,null,26.10
1108329909,19:39,100530,null,null,26.10
1108504410,18:31,100530,null,null,26.10
1108589402,12:32,100530,null,null,26.10
1108618906,16:58,100530,null,null,26.10
1108778533,17:03,100530,null,null,26.10
1108779781,18:36,100530,null,null,26.10
1108819253,16:12,100530,null,null,26.10
1109247813,13:23,100530,null,null,26.10
1109280517,17:36,100530,null,null,26.10
1109397189,10:35,100530,null,null,26.10
1109628517,19:40,100530,null,null,26.10
1109685717,18:51,100530,null,null,26.10
1109691013,17:17,100530,null,null,26.10
1109723653,16:44,100530,null,null,26.10
1109753333,17:12,100530,null,null,26.10
1109897685,17:30,100530,null,null,26.10
1109918805,20:04,100530,null,null,26.10
1109929013,17:07,100530,null,null,26.10
1109987589,16:42,100530,null,null,26.10
1110068869,17:12,100530,null,null,26.10
1110084821,19:22,100530,null,null,26.10
1110099413,14:58,100530,null,null,26.10
1110259285,17:04,100530,null,null,26.10
1110303269,09:26,100530,null,null,26.10
1110303269,20:40,100530,null,null,26.10
1110318533,15:16,100530,null,null,26.10
1110447093,17:08,100530,null,null,26.10
1110584917,16:59,100530,null,null,26.10
1110613813,20:21,100530,null,null,26.10
1110699877,16:25,100530,null,null,26.10
1110760773,14:50,100530,null,null,26.10
1110833653,20:26,100530,null,null,26.10
1111031381,20:23,100530,null,null,26.10
1111128661,18:53,100530,null,null,26.10
1112146858,18:31,100530,null,null,26.10
1112173322,17:35,100530,null,null,26.10
1112173530,18:12,100530,null,null,26.10
1112317530,19:01,100530,null,null,26.10
1120923239,17:46,100530,null,null,26.10
